"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-104.67","50.43","REGINA RCS","4016699","2011-01-21","2011","01","21","","-7.2","","-19.3","","-13.3","","31.3","","0.0","","","M","","M","0.2","","37","","33","","48",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-22","2011","01","22","","-8.6","","-16.5","","-12.6","","30.6","","0.0","","","M","","M","0.5","","36","","16","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-23","2011","01","23","","-0.1","","-11.6","","-5.9","","23.9","","0.0","","","M","","M","0.7","","36","","32","","61",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-24","2011","01","24","","-0.8","","-9.5","","-5.2","","23.2","","0.0","","","M","","M","0.0","","36","","2","","61",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-25","2011","01","25","","-4.6","","-12.4","","-8.5","","26.5","","0.0","","","M","","M","0.0","","36","","32","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-26","2011","01","26","","-2.7","","-12.8","","-7.8","","25.8","","0.0","","","M","","M","0.0","","36","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-27","2011","01","27","","0.3","","-9.0","","-4.4","","22.4","","0.0","","","M","","M","0.0","","36","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-28","2011","01","28","","-1.8","","-11.6","","-6.7","","24.7","","0.0","","","M","","M","0.0","","36","","33","","63",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-29","2011","01","29","","-11.6","","-18.3","","-15.0","","33.0","","0.0","","","M","","M","0.0","","35","","1","","35",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-30","2011","01","30","","-18.2","","-22.3","","-20.3","","38.3","","0.0","","","M","","M","1.5","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-01-31","2011","01","31","","-20.6","","-36.0","","-28.3","","46.3","","0.0","","","M","","M","0.8","","36","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-01","2011","02","01","","-23.4","","-36.8","","-30.1","","48.1","","0.0","","","M","","M","0.2","","36","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-02","2011","02","02","","-6.2","","-30.2","","-18.2","","36.2","","0.0","","","M","","M","0.0","","36","","26","","52",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-03","2011","02","03","","-0.9","","-11.5","","-6.2","","24.2","","0.0","","","M","","M","0.0","","35","","30","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-04","2011","02","04","","1.7","","-7.8","","-3.1","","21.1","","0.0","","","M","","M","1.0","","35","","28","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-05","2011","02","05","","0.9","","-4.3","","-1.7","","19.7","","0.0","","0.0","","","M","1.9","","35","","36","","39",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-06","2011","02","06","","-4.3","","-24.4","","-14.4","","32.4","","0.0","","","M","","M","0.2","","35","","2","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-07","2011","02","07","","-21.2","","-30.0","","-25.6","","43.6","","0.0","","","M","","M","0.2","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-08","2011","02","08","","-18.1","","-30.2","","-24.2","","42.2","","0.0","","","M","","M","0.0","","34","","31","","46",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-09","2011","02","09","","-18.7","","-27.9","","-23.3","","41.3","","0.0","","","M","","M","0.0","","34","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-10","2011","02","10","","-1.6","","-27.4","","-14.5","","32.5","","0.0","","","M","","M","1.2","","34","","30","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-11","2011","02","11","","-1.3","","-4.4","","-2.9","","20.9","","0.0","","","M","","M","0.0","","35","","31","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-12","2011","02","12","","1.8","","-7.6","","-2.9","","20.9","","0.0","","","M","","M","0.0","","35","","23","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-13","2011","02","13","","3.4","","-4.1","","-0.4","","18.4","","0.0","","","M","","M","0.0","","35","","32","","74",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-14","2011","02","14","","1.0","","-8.0","","-3.5","","21.5","","0.0","","","M","","M","0.0","","31","","14","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-15","2011","02","15","","5.4","","-6.6","","-0.6","","18.6","","0.0","","","M","","M","0.0","","31","","25","","59",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-16","2011","02","16","","-0.2","","-6.0","","-3.1","","21.1","","0.0","","","M","","M","0.0","","29","","9","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-17","2011","02","17","","-4.1","","-20.1","","-12.1","","30.1","","0.0","","","M","","M","2.0","","29","","33","","59",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-18","2011","02","18","","-20.1","","-25.7","","-22.9","","40.9","","0.0","","","M","","M","0.2","","29","","33","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-19","2011","02","19","","-20.1","","-28.5","","-24.3","","42.3","","0.0","","0.0","","","M","0.9","","30","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-20","2011","02","20","","-20.6","","-34.4","","-27.5","","45.5","","0.0","","","M","","M","0.2","","30","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-21","2011","02","21","","-14.7","","-29.0","","-21.9","","39.9","","0.0","","","M","","M","0.0","","30","","15","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-22","2011","02","22","","-6.0","","-18.7","","-12.4","","30.4","","0.0","","","M","","M","0.0","","29","","16","","35",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-23","2011","02","23","","-13.2","","-23.0","","-18.1","","36.1","","0.0","","","M","","M","0.0","","30","","35","","39",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-24","2011","02","24","","-22.4","","-29.1","","-25.8","","43.8","","0.0","","","M","","M","0.0","","29","","32","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-25","2011","02","25","","-22.0","","-33.5","","-27.8","","45.8","","0.0","","","M","","M","0.0","","29","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-26","2011","02","26","","-11.1","","-29.6","","-20.4","","38.4","","0.0","","","M","","M","0.5","","30","","33","","52",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-27","2011","02","27","","-6.3","","-15.6","","-11.0","","29.0","","0.0","","","M","","M","0.0","","30","","32","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-02-28","2011","02","28","","-7.9","","-21.2","","-14.6","","32.6","","0.0","","","M","","M","0.0","","30","","33","","54",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-01","2011","03","01","","-21.2","","-27.1","","-24.2","","42.2","","0.0","","","M","","M","0.0","","30","","35","","56",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-02","2011","03","02","","-18.8","","-26.0","","-22.4","","40.4","","0.0","","","M","","M","0.0","","30","","13","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-03","2011","03","03","","-14.5","","-20.9","","-17.7","","35.7","","0.0","","","M","","M","0.2","","30","","14","","46",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-04","2011","03","04","","-16.1","","-24.7","","-20.4","","38.4","","0.0","","","M","","M","0.8","","30","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-05","2011","03","05","","-12.9","","-17.9","","-15.4","","33.4","","0.0","","","M","","M","0.4","","30","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-06","2011","03","06","","-13.7","","-23.2","","-18.5","","36.5","","0.0","","","M","","M","1.0","","33","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-07","2011","03","07","","-16.1","","-28.4","","-22.3","","40.3","","0.0","","","M","","M","0.0","","33","","15","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-08","2011","03","08","","-9.8","","-19.1","","-14.5","","32.5","","0.0","","","M","","M","0.2","","32","","16","","32",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-09","2011","03","09","","-11.0","","-21.5","","-16.3","","34.3","","0.0","","","M","","M","0.0","","32","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-10","2011","03","10","","2.5","","-14.3","","-5.9","","23.9","","0.0","","","M","","M","0.0","","36","","13","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-11","2011","03","11","","0.2","","-14.4","","-7.1","","25.1","","0.0","","","M","","M","0.0","","34","","34","","67",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-12","2011","03","12","","-12.4","","-18.6","","-15.5","","33.5","","0.0","","","M","","M","0.0","","33","","32","","32",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-13","2011","03","13","","0.9","","-18.1","","-8.6","","26.6","","0.0","","","M","","M","0.0","","33","","14","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-14","2011","03","14","","3.4","","-10.0","","-3.3","","21.3","","0.0","","","M","","M","0.0","","33","","27","","57",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-15","2011","03","15","","2.9","","-5.8","","-1.5","","19.5","","0.0","","","M","","M","0.0","","31","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-16","2011","03","16","","3.7","","-2.0","","0.9","","17.1","","0.0","","","M","","M","0.0","","31","","13","","39",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-17","2011","03","17","","1.1","","-11.8","","-5.4","","23.4","","0.0","","","M","","M","0.0","","28","","28","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-18","2011","03","18","","-0.5","","-10.2","","-5.4","","23.4","","0.0","","","M","","M","0.0","","28","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-19","2011","03","19","","-0.1","","-9.7","","-4.9","","22.9","","0.0","","","M","","M","0.0","","28","","11","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-20","2011","03","20","","-1.0","","-4.9","","-3.0","","21.0","","0.0","","0.0","","","M","2.1","","28","","8","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-21","2011","03","21","","0.4","","-2.5","","-1.1","","19.1","","0.0","","","M","","M","0.0","","29","","11","","54",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-22","2011","03","22","","-0.5","","-4.2","","-2.4","","20.4","","0.0","","","M","","M","0.3","","28","","11","","59",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-23","2011","03","23","","-4.2","","-13.8","","-9.0","","27.0","","0.0","","","M","","M","0.0","","28","","7","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-24","2011","03","24","","-8.3","","-17.6","","-13.0","","31.0","","0.0","","","M","","M","0.0","","28","","14","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-25","2011","03","25","","-6.2","","-14.3","","-10.3","","28.3","","0.0","","","M","","M","","M","28","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-26","2011","03","26","","-4.7","","-12.3","","-8.5","","26.5","","0.0","","","M","","M","0.0","","28","","14","","57",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-27","2011","03","27","","-4.7","","-11.9","","-8.3","","26.3","","0.0","","","M","","M","0.0","","28","","12","","59",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-28","2011","03","28","","-3.6","","-11.1","","-7.4","","25.4","","0.0","","","M","","M","0.0","","27","","12","","46",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-29","2011","03","29","","-0.3","","-6.0","","-3.2","","21.2","","0.0","","","M","","M","0.0","","27","","17","","46",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-30","2011","03","30","","1.2","","-8.3","","-3.6","","21.6","","0.0","","","M","","M","0.0","","27","","15","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-03-31","2011","03","31","","2.5","","-7.3","","-2.4","","20.4","","0.0","","","M","","M","0.0","","25","","29","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-01","2011","04","01","","2.3","","-6.5","","-2.1","","20.1","","0.0","","","M","","M","0.0","","22","","29","","39",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-02","2011","04","02","","1.6","","-6.9","","-2.7","","20.7","","0.0","","","M","","M","1.4","","19","","7","","35",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-03","2011","04","03","","1.7","","-6.9","","-2.6","","20.6","","0.0","","0.0","","","M","1.6","","25","","33","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-04","2011","04","04","","2.7","","-7.7","","-2.5","","20.5","","0.0","","","M","","M","0.2","","20","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-05","2011","04","05","","3.7","","-8.0","","-2.2","","20.2","","0.0","","","M","","M","0.0","","19","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-06","2011","04","06","","3.1","","-4.9","","-0.9","","18.9","","0.0","","","M","","M","0.0","","18","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-07","2011","04","07","","5.2","","-5.4","","-0.1","","18.1","","0.0","","","M","","M","0.0","","14","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-08","2011","04","08","","6.0","","-2.9","","1.6","","16.4","","0.0","","","M","","M","0.0","","7","","7","","32",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-09","2011","04","09","","5.4","","-6.6","","-0.6","","18.6","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-10","2011","04","10","","10.8","","-3.1","","3.9","","14.1","","0.0","","","M","","M","0.2","","","","34","","35",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-11","2011","04","11","","12.7","","-0.2","","6.3","","11.7","","0.0","","","M","","M","0.0","","","","24","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-12","2011","04","12","","9.4","","-1.2","","4.1","","13.9","","0.0","","","M","","M","0.0","","","","29","","63",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-13","2011","04","13","","2.7","","-4.2","","-0.8","","18.8","","0.0","","","M","","M","0.0","","","","11","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-14","2011","04","14","","1.6","","-5.3","","-1.9","","19.9","","0.0","","","M","","M","0.0","","","","13","","56",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-15","2011","04","15","","3.7","","-1.1","","1.3","","16.7","","0.0","","0.0","","","M","3.8","","","","15","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-16","2011","04","16","","1.5","","-3.7","","-1.1","","19.1","","0.0","","","M","","M","2.3","","8","","29","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-17","2011","04","17","","0.1","","-2.5","","-1.2","","19.2","","0.0","","","M","","M","0.0","","2","","9","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-18","2011","04","18","","3.8","","-3.7","","0.1","","17.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-19","2011","04","19","","6.0","","-4.6","","0.7","","17.3","","0.0","","","M","","M","1.3","","","","22","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-20","2011","04","20","","","M","-3.9","E","","M","","M","","M","","M","","M","0.3","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-21","2011","04","21","","","M","0.0","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-22","2011","04","22","","12.3","","0.7","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","36","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-23","2011","04","23","","13.6","","-1.9","","5.9","","12.1","","0.0","","","M","","M","0.0","","","","30","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-24","2011","04","24","","17.1","","0.3","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","8","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-25","2011","04","25","","18.8","","1.8","","10.3","","7.7","","0.0","","","M","","M","0.0","","","","10","","48",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-26","2011","04","26","","18.1","","5.1","","11.6","","6.4","","0.0","","","M","","M","0.0","","","","16","","50",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-27","2011","04","27","","19.4","","4.1","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","23","","48",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-28","2011","04","28","","17.1","","0.7","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","27","","54",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-29","2011","04","29","","13.7","","2.2","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","2","","70",""
"-104.67","50.43","REGINA RCS","4016699","2011-04-30","2011","04","30","","5.5","","-1.2","","2.2","","15.8","","0.0","","","M","","M","0.0","","","","36","","74",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-01","2011","05","01","","10.3","","-2.7","","3.8","","14.2","","0.0","","","M","","M","0.0","","","","33","","63",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-02","2011","05","02","","17.7","","-3.2","","7.3","","10.7","","0.0","","","M","","M","0.0","","","","17","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-03","2011","05","03","","21.2","","1.6","","11.4","","6.6","","0.0","","","M","","M","0.0","","","","16","","57",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-04","2011","05","04","","14.5","","2.9","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","28","","74",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-05","2011","05","05","","20.6","","-1.0","","9.8","","8.2","","0.0","","","M","","M","0.2","","","","25","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-06","2011","05","06","","16.7","","2.7","","9.7","","8.3","","0.0","","","M","","M","0.0","","","","31","","48",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-07","2011","05","07","","16.6","","-0.8","","7.9","","10.1","","0.0","","","M","","M","5.2","","","","20","","39",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-08","2011","05","08","","16.5","","7.1","","11.8","","6.2","","0.0","","","M","","M","3.5","","","","33","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-09","2011","05","09","","11.6","","6.0","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","5","","39",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-10","2011","05","10","","9.3","","5.9","","7.6","","10.4","","0.0","","","M","","M","0.0","","","","4","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-11","2011","05","11","","15.7","","2.9","","9.3","","8.7","","0.0","","","M","","M","0.2","","","","1","","35",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-12","2011","05","12","","15.2","","4.5","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","8","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-13","2011","05","13","","15.5","","2.5","","9.0","","9.0","","0.0","","","M","","M","0.0","","","","3","","48",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-14","2011","05","14","","17.8","","-0.8","","8.5","","9.5","","0.0","","","M","","M","0.0","","","","8","","44",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-15","2011","05","15","","19.7","","0.5","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","16","","50",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-16","2011","05","16","","21.0","","6.9","","14.0","","4.0","","0.0","","","M","","M","0.0","","","","14","","76",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-17","2011","05","17","","20.1","","10.1","","15.1","","2.9","","0.0","","","M","","M","0.5","","","","17","","67",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-18","2011","05","18","","22.6","","10.9","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","13","","63",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-19","2011","05","19","","22.9","","7.5","","15.2","","2.8","","0.0","","","M","","M","0.0","","","","18","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-20","2011","05","20","","22.9","","13.4","","18.2","","0.0","","0.2","","","M","","M","3.6","","","","14","","74",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-21","2011","05","21","","17.5","","13.2","","15.4","","2.6","","0.0","","","M","","M","5.9","","","","6","","43",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-22","2011","05","22","","21.4","","11.7","","16.6","","1.4","","0.0","","","M","","M","2.6","","","","4","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-23","2011","05","23","","17.1","","6.9","","12.0","","6.0","","0.0","","","M","","M","1.1","","","","9","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-24","2011","05","24","","13.6","","4.2","","8.9","","9.1","","0.0","","","M","","M","1.0","","","","8","","37",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-25","2011","05","25","","18.6","","-0.4","","9.1","","8.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-26","2011","05","26","","18.5","","4.9","","11.7","","6.3","","0.0","","","M","","M","0.0","","","","13","","63",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-27","2011","05","27","","9.1","","7.0","","8.1","","9.9","","0.0","","","M","","M","15.7","","","","17","","32",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-28","2011","05","28","","12.9","","4.9","","8.9","","9.1","","0.0","","","M","","M","4.5","","","","34","","48",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-29","2011","05","29","","14.5","","2.7","","8.6","","9.4","","0.0","","","M","","M","0.0","","","","10","","33",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-30","2011","05","30","","10.5","","5.9","","8.2","","9.8","","0.0","","","M","","M","4.8","","","","5","","50",""
"-104.67","50.43","REGINA RCS","4016699","2011-05-31","2011","05","31","","17.3","","5.9","","11.6","","6.4","","0.0","","","M","","M","10.0","","","","33","","56",""
"-104.67","50.43","REGINA RCS","4016699","2011-06-01","2011","06","01","","20.3","","2.1","","11.2","","6.8","","0.0","","","M","","M","0.0","","","","12","","54",""
"-104.67","50.43","REGINA RCS","4016699","2011-06-02","2011","06","02","","16.3","","7.2","","11.8","","6.2","","0.0","","","M","","M","0.0","","","","12","","52",""
"-104.67","50.43","REGINA RCS","4016699","2011-06-03","2011","06","03","","18.7","","8.0","","13.4","","4.6","","0.0","","","M","","M","0.2","","","","23","","57",""
"-104.67","50.43","REGINA RCS","4016699","2011-06-04","2011","06","04","","9.9","","3.2","","6.6","","11.4","","0.0","","","M","","M","0.9","","","","35","","41",""
"-104.67","50.43","REGINA RCS","4016699","2011-06-05","2011","06","05","","24.3","","6.4","","15.4","","2.6","","0.0","","","M","","M","2.2","","","","3","","35",""
"-104.67","50.43","REGINA RCS","4016699","2011-06-06","2011","06","06","","21.2","","5.7","","13.5","","4.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2011-06-07","2011","06","07","","15.0","","7.9","","11.5","","6.5","","0.0","","","M","","M","14.5","","","","4","","39",""
