"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-104.67","50.43","REGINA RCS","4016699","2019-02-03 21:00","2019","02","03","21:00","-23.3","","-27.0","","72","","4","","17","","","","95.19","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-03 22:00","2019","02","03","22:00","-23.8","","-27.5","","71","","3","","16","","","","95.20","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-03 23:00","2019","02","03","23:00","-23.9","","-27.5","","72","","1","","13","","","","95.25","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 00:00","2019","02","04","00:00","-23.8","","-27.4","","72","","1","","16","","","","95.27","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 01:00","2019","02","04","01:00","-23.6","","-27.2","","72","","1","","13","","","","95.31","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 02:00","2019","02","04","02:00","-23.7","","-27.3","","72","","36","","15","","","","95.30","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 03:00","2019","02","04","03:00","-23.7","","-27.3","","72","","1","","14","","","","95.33","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 04:00","2019","02","04","04:00","-23.7","","-27.3","","72","","1","","10","","","","95.36","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 05:00","2019","02","04","05:00","-23.7","","-27.2","","73","","36","","10","","","","95.35","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 06:00","2019","02","04","06:00","-23.7","","-27.3","","73","","36","","10","","","","95.41","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 07:00","2019","02","04","07:00","-23.7","","-27.2","","72","","36","","10","","","","95.45","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 08:00","2019","02","04","08:00","-24.3","","-27.8","","72","","34","","13","","","","95.48","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 09:00","2019","02","04","09:00","-25.8","","-29.5","","71","","35","","10","","","","95.52","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 10:00","2019","02","04","10:00","-26.0","","-29.7","","72","","2","","8","","","","95.53","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 11:00","2019","02","04","11:00","-23.9","","-27.7","","71","","3","","9","","","","95.54","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 12:00","2019","02","04","12:00","-23.0","","-27.0","","70","","3","","9","","","","95.54","","","","-30","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 13:00","2019","02","04","13:00","-22.5","","-26.6","","69","","7","","13","","","","95.50","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 14:00","2019","02","04","14:00","-22.6","","-27.0","","67","","7","","13","","","","95.41","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 15:00","2019","02","04","15:00","-22.6","","-26.9","","68","","9","","10","","","","95.40","","","","-30","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 16:00","2019","02","04","16:00","-22.3","","-26.6","","68","","14","","10","","","","95.38","","","","-30","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 17:00","2019","02","04","17:00","-22.9","","-27.1","","69","","14","","14","","","","95.40","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 18:00","2019","02","04","18:00","-23.8","","-27.9","","69","","13","","13","","","","95.39","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 19:00","2019","02","04","19:00","-23.7","","-27.7","","69","","14","","10","","","","95.42","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 20:00","2019","02","04","20:00","-23.5","","-27.5","","69","","14","","14","","","","95.43","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 21:00","2019","02","04","21:00","-23.2","","-27.2","","70","","15","","15","","","","95.48","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 22:00","2019","02","04","22:00","-23.3","","-26.9","","73","","13","","13","","","","95.43","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-04 23:00","2019","02","04","23:00","-23.3","","-26.8","","73","","14","","18","","","","95.38","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 00:00","2019","02","05","00:00","-23.3","","-26.7","","73","","14","","17","","","","95.33","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 01:00","2019","02","05","01:00","-22.9","","-26.3","","74","","14","","12","","","","95.29","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 02:00","2019","02","05","02:00","-22.9","","-26.3","","74","","17","","12","","","","95.29","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 03:00","2019","02","05","03:00","-22.6","","-26.0","","74","","17","","17","","","","95.29","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 04:00","2019","02","05","04:00","-22.5","","-25.9","","73","","16","","17","","","","95.27","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 05:00","2019","02","05","05:00","-22.5","","-25.9","","73","","16","","14","","","","95.23","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 06:00","2019","02","05","06:00","-22.5","","-26.0","","73","","15","","13","","","","95.21","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 07:00","2019","02","05","07:00","-22.5","","-26.0","","73","","16","","13","","","","95.21","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 08:00","2019","02","05","08:00","-22.6","","-26.1","","73","","15","","14","","","","95.23","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 09:00","2019","02","05","09:00","-22.6","","-26.1","","73","","17","","13","","","","95.25","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 10:00","2019","02","05","10:00","-22.4","","-25.9","","73","","15","","14","","","","95.24","","","","-32","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 11:00","2019","02","05","11:00","-22.4","","-26.0","","72","","16","","12","","","","95.27","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 12:00","2019","02","05","12:00","-22.0","","-25.5","","73","","16","","9","","","","95.26","","","","-29","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 13:00","2019","02","05","13:00","-21.1","","-24.9","","71","","13","","3","","","","95.22","","","","-24","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 14:00","2019","02","05","14:00","-20.9","","-24.7","","72","","19","","6","","","","95.20","","","","-26","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 15:00","2019","02","05","15:00","-21.4","","-25.3","","71","","25","","4","","","","95.17","","","","-25","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 16:00","2019","02","05","16:00","-21.4","","-25.0","","73","","22","","5","","","","95.17","","","","-26","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 17:00","2019","02","05","17:00","-21.4","","-24.9","","73","","23","","6","","","","95.22","","","","-27","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 18:00","2019","02","05","18:00","-22.3","","-25.7","","74","","26","","2","","","","95.23","","","","-24","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 19:00","2019","02","05","19:00","-21.6","","-24.9","","74","","27","","4","","","","95.30","","","","-25","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 20:00","2019","02","05","20:00","-22.8","","-26.3","","73","","35","","4","","","","95.32","","","","-27","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 21:00","2019","02","05","21:00","-22.2","","-25.3","","75","","1","","9","","","","95.36","","","","-29","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 22:00","2019","02","05","22:00","-22.1","","-25.6","","73","","2","","11","","","","95.39","","","","-30","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-05 23:00","2019","02","05","23:00","-23.9","","-27.3","","73","","35","","12","","","","95.42","","","","-33","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 00:00","2019","02","06","00:00","-26.5","","-30.3","","70","","35","","13","","","","95.44","","","","-36","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 01:00","2019","02","06","01:00","-29.4","","-33.2","","69","","35","","9","","","","95.50","","","","-38","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 02:00","2019","02","06","02:00","-26.1","","-29.7","","72","","34","","10","","","","95.53","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 03:00","2019","02","06","03:00","-25.8","","-29.4","","71","","34","","15","","","","95.57","","","","-36","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 04:00","2019","02","06","04:00","-25.7","","-29.3","","72","","35","","11","","","","95.57","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 05:00","2019","02","06","05:00","-25.9","","-29.5","","71","","34","","11","","","","95.56","","","","-35","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 06:00","2019","02","06","06:00","-25.8","","-29.4","","72","","34","","10","","","","95.63","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 07:00","2019","02","06","07:00","-25.8","","-29.5","","71","","32","","12","","","","95.67","","","","-35","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 08:00","2019","02","06","08:00","-26.0","","-29.7","","71","","33","","12","","","","95.70","","","","-35","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 09:00","2019","02","06","09:00","-26.5","","-30.2","","71","","35","","13","","","","95.71","","","","-36","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 10:00","2019","02","06","10:00","-27.4","","-31.3","","70","","33","","11","","","","95.79","","","","-37","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 11:00","2019","02","06","11:00","-28.9","","-33.0","","68","","33","","12","","","","95.83","","","","-39","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 12:00","2019","02","06","12:00","-28.5","","-32.7","","67","","32","","10","","","","95.91","","","","-37","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 13:00","2019","02","06","13:00","-26.3","","-30.3","","69","","32","","12","","","","95.95","","","","-36","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 14:00","2019","02","06","14:00","-24.6","","-28.5","","70","","33","","14","","","","95.93","","","","-34","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 15:00","2019","02","06","15:00","-25.1","","-29.0","","69","","33","","15","","","","95.91","","","","-35","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 16:00","2019","02","06","16:00","-26.1","","-30.1","","69","","34","","18","","","","95.92","","","","-38","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 17:00","2019","02","06","17:00","-26.4","","-30.4","","69","","33","","12","","","","96.00","","","","-36","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 18:00","2019","02","06","18:00","-27.1","","-31.1","","69","","32","","10","","","","96.04","","","","-36","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 19:00","2019","02","06","19:00","-28.4","","-32.5","","68","","34","","18","","","","96.06","","","","-40","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 20:00","2019","02","06","20:00","-29.4","","-33.4","","68","","34","","13","","","","96.08","","","","-40","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 21:00","2019","02","06","21:00","-28.6","","-32.6","","69","","34","","11","","","","96.12","","","","-38","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 22:00","2019","02","06","22:00","-29.0","","-33.1","","68","","32","","10","","","","96.17","","","","-38","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-06 23:00","2019","02","06","23:00","-30.9","","-35.1","","67","","34","","12","","","","96.21","","","","-41","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 00:00","2019","02","07","00:00","-32.4","","-36.8","","65","","34","","14","","","","96.19","","","","-44","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 01:00","2019","02","07","01:00","-32.4","","-36.7","","66","","33","","10","","","","96.23","","","","-42","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 02:00","2019","02","07","02:00","-32.2","","-36.4","","66","","34","","11","","","","96.24","","","","-42","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 03:00","2019","02","07","03:00","-31.1","","-35.3","","66","","33","","9","","","","96.23","","","","-40","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 04:00","2019","02","07","04:00","-31.6","","-35.9","","66","","33","","8","","","","96.23","","","","-40","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 05:00","2019","02","07","05:00","-33.7","","-38.2","","64","","34","","15","","","","96.22","","","","-46","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 06:00","2019","02","07","06:00","-33.4","","-37.8","","64","","33","","8","","","","96.23","","","","-42","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 07:00","2019","02","07","07:00","-32.5","","-36.9","","65","","31","","9","","","","96.23","","","","-42","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 08:00","2019","02","07","08:00","-32.4","","-36.7","","65","","30","","9","","","","96.22","","","","-41","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 09:00","2019","02","07","09:00","-33.0","","-37.4","","65","","29","","11","","","","96.24","","","","-43","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 10:00","2019","02","07","10:00","-32.1","","-36.4","","66","","30","","9","","","","96.27","","","","-41","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 11:00","2019","02","07","11:00","-30.9","","-34.9","","67","","30","","11","","","","96.24","","","","-41","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 12:00","2019","02","07","12:00","-29.5","","-33.4","","69","","30","","12","","","","96.24","","","","-40","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 13:00","2019","02","07","13:00","-29.3","","-33.2","","69","","30","","13","","","","96.20","","","","-40","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 14:00","2019","02","07","14:00","-29.1","","-33.0","","69","","30","","12","","","","96.16","","","","-39","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 15:00","2019","02","07","15:00","-29.0","","-32.9","","69","","28","","11","","","","96.11","","","","-38","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 16:00","2019","02","07","16:00","-28.9","","-32.8","","69","","30","","11","","","","96.08","","","","-38","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 17:00","2019","02","07","17:00","-30.5","","-34.7","","67","","28","","9","","","","96.04","","","","-39","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 18:00","2019","02","07","18:00","-32.9","","-37.3","","65","","29","","10","","","","96.04","","","","-43","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 19:00","2019","02","07","19:00","-34.3","","-38.8","","63","","29","","12","","","","96.05","","","","-45","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-02-07 20:00","2019","02","07","20:00","-35.7","","-40.4","","62","","30","","6","","","","96.05","","","","-43","","NA"
