"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 11:00","2019","11","01","11:00","0.9","","-1.8","","82","","31","","30","","","","95.25","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 12:00","2019","11","01","12:00","1.4","","-1.9","","79","","31","","34","","","","95.30","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 13:00","2019","11","01","13:00","1.8","","-1.6","","78","","31","","31","","","","95.30","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 14:00","2019","11","01","14:00","1.7","","-2.2","","75","","32","","28","","","","95.29","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 15:00","2019","11","01","15:00","1.8","","-2.2","","75","","32","","20","","","","95.34","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 16:00","2019","11","01","16:00","1.7","","-2.4","","74","","32","","22","","","","95.35","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 17:00","2019","11","01","17:00","1.5","","-2.4","","75","","31","","18","","","","95.34","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 18:00","2019","11","01","18:00","1.4","","-2.9","","73","","31","","14","","","","95.35","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 19:00","2019","11","01","19:00","0.5","","-3.4","","75","","32","","15","","","","95.35","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 20:00","2019","11","01","20:00","-1.4","","-4.1","","82","","30","","7","","","","95.31","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 21:00","2019","11","01","21:00","-4.4","","-6.3","","87","","25","","13","","","","95.29","","","","-9","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 22:00","2019","11","01","22:00","-5.3","","-6.8","","89","","23","","6","","","","95.26","","","","-8","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-01 23:00","2019","11","01","23:00","-5.7","","-7.2","","89","","23","","7","","","","95.21","","","","-9","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 00:00","2019","11","02","00:00","-6.2","","-7.7","","89","","19","","4","","","","95.12","","","","-8","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 01:00","2019","11","02","01:00","-6.7","","-8.3","","88","","23","","8","","","","95.08","","","","-11","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 02:00","2019","11","02","02:00","-7.3","","-9.0","","87","","26","","5","","","","95.06","","","","-10","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 03:00","2019","11","02","03:00","-7.0","","-8.8","","86","","27","","4","","","","95.00","","","","-9","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 04:00","2019","11","02","04:00","-7.4","","-9.1","","88","","14","","6","","","","94.97","","","","-11","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 05:00","2019","11","02","05:00","-6.4","","-8.2","","88","","16","","5","","","","94.95","","","","-9","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 06:00","2019","11","02","06:00","-6.4","","-8.2","","87","","17","","3","","","","94.89","","","","-8","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 07:00","2019","11","02","07:00","-5.8","","-7.4","","88","","12","","9","","","","94.84","","","","-10","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 08:00","2019","11","02","08:00","-6.4","","-8.2","","87","","12","","10","","","","94.81","","","","-11","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 09:00","2019","11","02","09:00","-4.7","","-6.6","","86","","14","","8","","","","94.78","","","","-8","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 10:00","2019","11","02","10:00","-1.9","","-4.6","","81","","16","","5","","","","94.74","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 11:00","2019","11","02","11:00","-0.5","","-3.6","","80","","19","","4","","","","94.75","","","","-2","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 12:00","2019","11","02","12:00","1.2","","-2.5","","76","","28","","10","","","","94.74","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 13:00","2019","11","02","13:00","2.2","","-2.7","","70","","30","","16","","","","94.69","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 14:00","2019","11","02","14:00","2.8","","-3.0","","66","","30","","20","","","","94.64","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 15:00","2019","11","02","15:00","3.1","","-1.7","","71","","30","","19","","","","94.61","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 16:00","2019","11","02","16:00","2.4","","-0.9","","79","","29","","14","","","","94.59","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 17:00","2019","11","02","17:00","1.8","","-1.4","","79","","28","","12","","","","94.58","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 18:00","2019","11","02","18:00","1.1","","-1.6","","82","","28","","14","","","","94.60","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 19:00","2019","11","02","19:00","0.2","","-2.2","","84","","28","","8","","","","94.57","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 20:00","2019","11","02","20:00","-1.4","","-3.4","","86","","29","","12","","","","94.52","","","","-5","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 21:00","2019","11","02","21:00","-2.6","","-4.4","","87","","27","","11","","","","94.49","","","","-7","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 22:00","2019","11","02","22:00","-3.2","","-4.7","","89","","25","","9","","","","94.45","","","","-7","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-02 23:00","2019","11","02","23:00","-1.5","","-2.9","","90","","26","","7","","","","94.43","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 00:00","2019","11","03","00:00","-0.6","","-2.0","","90","","25","","8","","","","94.39","","","","-3","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 01:00","2019","11","03","01:00","-0.4","","-1.8","","90","","25","","10","","","","94.38","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 02:00","2019","11","03","02:00","-1.3","","-2.7","","90","","25","","7","","","","94.32","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 03:00","2019","11","03","03:00","-0.9","","-2.2","","91","","27","","7","","","","94.28","","","","-3","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 04:00","2019","11","03","04:00","-0.8","","-2.2","","91","","0","","1","","","","94.26","","","","-1","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 05:00","2019","11","03","05:00","-0.5","","-1.8","","91","","28","","3","","","","94.24","","","","-1","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 06:00","2019","11","03","06:00","-0.3","","-1.5","","91","","33","","3","","","","94.24","","","","-1","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 07:00","2019","11","03","07:00","-0.2","","-1.4","","92","","33","","7","","","","94.25","","","","-3","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 08:00","2019","11","03","08:00","-0.6","","-1.8","","92","","35","","9","","","","94.29","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 09:00","2019","11","03","09:00","-0.4","","-1.5","","92","","35","","9","","","","94.36","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 10:00","2019","11","03","10:00","-0.2","","-1.5","","91","","34","","10","","","","94.41","","","","-4","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 11:00","2019","11","03","11:00","0.1","","-1.6","","89","","33","","14","","","","94.44","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 12:00","2019","11","03","12:00","0.1","","-1.4","","89","","33","","14","","","","94.48","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 13:00","2019","11","03","13:00","0.3","","-1.2","","90","","32","","12","","","","94.48","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 14:00","2019","11","03","14:00","0.1","","-1.6","","88","","32","","15","","","","94.49","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 15:00","2019","11","03","15:00","0.3","","-1.8","","86","","33","","16","","","","94.51","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 16:00","2019","11","03","16:00","0.1","","-1.6","","89","","32","","14","","","","94.56","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 17:00","2019","11","03","17:00","0.1","","-1.4","","90","","33","","20","","","","94.60","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 18:00","2019","11","03","18:00","-0.5","","-2.3","","87","","34","","26","","","","94.66","","","","-7","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 19:00","2019","11","03","19:00","-0.9","","-2.6","","88","","33","","19","","","","94.70","","","","-6","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 20:00","2019","11","03","20:00","-1.2","","-3.6","","84","","33","","22","","","","94.75","","","","-7","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 21:00","2019","11","03","21:00","-1.5","","-3.3","","88","","34","","23","","","","94.77","","","","-8","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 22:00","2019","11","03","22:00","-3.1","","-5.3","","85","","35","","29","","","","94.85","","","","-10","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-03 23:00","2019","11","03","23:00","-3.9","","-6.5","","82","","36","","29","","","","94.94","","","","-11","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 00:00","2019","11","04","00:00","-5.2","","-8.4","","78","","36","","20","","","","95.00","","","","-12","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 01:00","2019","11","04","01:00","-5.0","","-8.6","","76","","35","","20","","","","95.05","","","","-12","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 02:00","2019","11","04","02:00","-6.1","","-9.4","","77","","36","","14","","","","95.09","","","","-12","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 03:00","2019","11","04","03:00","-6.5","","-10.5","","73","","35","","16","","","","95.15","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 04:00","2019","11","04","04:00","-6.8","","-10.6","","74","","34","","15","","","","95.18","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 05:00","2019","11","04","05:00","-9.3","","-11.6","","83","","33","","13","","","","95.24","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 06:00","2019","11","04","06:00","-11.7","","-13.9","","84","","33","","11","","","","95.29","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 07:00","2019","11","04","07:00","-14.6","","-17.0","","82","","30","","7","","","","95.32","","","","-19","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 08:00","2019","11","04","08:00","-16.8","","-19.7","","78","","29","","5","","","","95.35","","","","-21","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 09:00","2019","11","04","09:00","-13.6","","-16.1","","81","","29","","6","","","","95.41","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 10:00","2019","11","04","10:00","-9.4","","-13.3","","73","","30","","11","","","","95.44","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 11:00","2019","11","04","11:00","-7.3","","-12.8","","65","","31","","17","","","","95.44","","","","-14","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 12:00","2019","11","04","12:00","-5.9","","-12.4","","60","","31","","20","","","","95.46","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 13:00","2019","11","04","13:00","-5.8","","-14.1","","52","","31","","22","","","","95.42","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 14:00","2019","11","04","14:00","-5.5","","-13.6","","53","","31","","24","","","","95.41","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 15:00","2019","11","04","15:00","-5.7","","-13.5","","54","","32","","21","","","","95.42","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 16:00","2019","11","04","16:00","-6.2","","-14.1","","54","","31","","22","","","","95.43","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 17:00","2019","11","04","17:00","-6.1","","-13.7","","55","","30","","19","","","","95.41","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 18:00","2019","11","04","18:00","-9.4","","-14.5","","66","","34","","9","","","","95.41","","","","-14","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 19:00","2019","11","04","19:00","-9.5","","-14.1","","69","","34","","5","","","","95.40","","","","-12","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 20:00","2019","11","04","20:00","-11.1","","-14.9","","74","","28","","3","","","","95.39","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 21:00","2019","11","04","21:00","-12.5","","-16.2","","74","","19","","4","","","","95.37","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 22:00","2019","11","04","22:00","-12.9","","-15.8","","79","","22","","11","","","","95.36","","","","-19","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-04 23:00","2019","11","04","23:00","-10.5","","-13.6","","78","","19","","6","","","","95.37","","","","-14","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 00:00","2019","11","05","00:00","-10.6","","-13.4","","80","","20","","8","","","","95.36","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 01:00","2019","11","05","01:00","-10.1","","-12.9","","80","","18","","7","","","","95.33","","","","-14","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 02:00","2019","11","05","02:00","-10.6","","-13.8","","77","","18","","8","","","","95.30","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 03:00","2019","11","05","03:00","-11.2","","-14.5","","76","","17","","10","","","","95.28","","","","-17","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 04:00","2019","11","05","04:00","-11.5","","-14.7","","77","","13","","8","","","","95.28","","","","-16","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 05:00","2019","11","05","05:00","-13.4","","-15.8","","82","","12","","11","","","","95.27","","","","-20","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 06:00","2019","11","05","06:00","-13.7","","-16.5","","79","","11","","10","","","","95.30","","","","-20","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 07:00","2019","11","05","07:00","-12.8","","-15.5","","80","","14","","9","","","","95.28","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 08:00","2019","11","05","08:00","-12.1","","-14.9","","80","","14","","9","","","","95.22","","","","-17","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 09:00","2019","11","05","09:00","-10.3","","-13.2","","80","","15","","7","","","","95.32","","","","-14","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 10:00","2019","11","05","10:00","-8.8","","-11.5","","81","","14","","5","","","","95.29","","","","-12","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 11:00","2019","11","05","11:00","-7.5","","-10.7","","78","","16","","3","","","","95.26","","","","-9","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 12:00","2019","11","05","12:00","-5.7","","-9.6","","74","","","","0","","","","95.25","","","","","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 13:00","2019","11","05","13:00","-5.1","","-9.1","","74","","29","","4","","","","95.30","","","","-7","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 14:00","2019","11","05","14:00","-5.3","","-8.0","","81","","35","","9","","","","95.31","","","","-9","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 15:00","2019","11","05","15:00","-5.5","","-7.7","","84","","1","","16","","","","95.33","","","","-11","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 16:00","2019","11","05","16:00","-6.9","","-9.2","","84","","3","","27","","","","95.41","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 17:00","2019","11","05","17:00","-7.3","","-10.2","","79","","2","","26","","","","95.51","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 18:00","2019","11","05","18:00","-7.9","","-11.6","","75","","1","","21","","","","95.64","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 19:00","2019","11","05","19:00","-10.9","","-13.4","","82","","34","","12","","","","95.76","","","","-17","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 20:00","2019","11","05","20:00","-9.6","","-12.8","","78","","36","","22","","","","95.84","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 21:00","2019","11","05","21:00","-12.1","","-15.6","","75","","35","","19","","","","95.94","","","","-20","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 22:00","2019","11","05","22:00","-11.3","","-14.4","","78","","32","","12","","","","96.05","","","","-17","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-05 23:00","2019","11","05","23:00","-11.8","","-14.9","","78","","33","","21","","","","96.10","","","","-20","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 00:00","2019","11","06","00:00","-15.1","","-17.8","","80","","32","","18","","","","96.17","","","","-24","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 01:00","2019","11","06","01:00","-19.5","","-22.1","","79","","29","","11","","","","96.26","","","","-27","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 02:00","2019","11","06","02:00","-23.1","","-26.3","","75","","28","","11","","","","96.31","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 03:00","2019","11","06","03:00","-20.7","","-23.6","","78","","30","","15","","","","96.37","","","","-30","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 04:00","2019","11","06","04:00","-20.0","","-23.0","","77","","31","","12","","","","96.39","","","","-28","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 05:00","2019","11","06","05:00","-22.8","","-25.8","","76","","24","","7","","","","96.45","","","","-29","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 06:00","2019","11","06","06:00","-23.5","","-26.9","","74","","26","","8","","","","96.51","","","","-30","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 07:00","2019","11","06","07:00","-24.4","","-27.7","","74","","24","","8","","","","96.58","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 08:00","2019","11","06","08:00","-23.9","","-27.2","","74","","27","","9","","","","96.66","","","","-31","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 09:00","2019","11","06","09:00","-22.1","","-25.2","","76","","31","","9","","","","96.71","","","","-29","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 10:00","2019","11","06","10:00","-17.8","","-20.6","","79","","29","","8","","","","96.74","","","","-24","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 11:00","2019","11","06","11:00","-16.3","","-19.0","","80","","26","","9","","","","96.75","","","","-22","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 12:00","2019","11","06","12:00","-13.5","","-16.5","","78","","28","","10","","","","96.71","","","","-19","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 13:00","2019","11","06","13:00","-11.7","","-16.1","","70","","28","","13","","","","96.68","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 14:00","2019","11","06","14:00","-10.8","","-14.9","","71","","26","","16","","","","96.62","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 15:00","2019","11","06","15:00","-9.7","","-14.9","","66","","26","","16","","","","96.57","","","","-17","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 16:00","2019","11","06","16:00","-10.0","","-15.2","","66","","26","","17","","","","96.54","","","","-17","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 17:00","2019","11","06","17:00","-13.4","","-17.7","","70","","23","","10","","","","96.49","","","","-19","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 18:00","2019","11","06","18:00","-16.4","","-19.1","","80","","22","","11","","","","96.43","","","","-23","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 19:00","2019","11","06","19:00","-18.8","","-21.7","","78","","21","","14","","","","96.39","","","","-27","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 20:00","2019","11","06","20:00","-19.6","","-22.5","","77","","19","","14","","","","96.32","","","","-28","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 21:00","2019","11","06","21:00","-20.2","","-23.1","","77","","19","","15","","","","96.24","","","","-29","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 22:00","2019","11","06","22:00","-18.3","","-21.1","","78","","18","","10","","","","96.19","","","","-25","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-06 23:00","2019","11","06","23:00","-18.2","","-21.5","","76","","18","","17","","","","96.11","","","","-27","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 00:00","2019","11","07","00:00","-17.2","","-20.8","","73","","18","","17","","","","96.00","","","","-26","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 01:00","2019","11","07","01:00","-17.1","","-20.7","","73","","16","","14","","","","95.92","","","","-25","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 02:00","2019","11","07","02:00","-16.8","","-20.3","","74","","16","","15","","","","95.82","","","","-25","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 03:00","2019","11","07","03:00","-18.3","","-21.6","","76","","14","","12","","","","95.76","","","","-26","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 04:00","2019","11","07","04:00","-19.4","","-22.5","","77","","13","","10","","","","95.70","","","","-26","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 05:00","2019","11","07","05:00","-20.9","","-23.9","","77","","14","","6","","","","95.70","","","","-26","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 06:00","2019","11","07","06:00","-20.5","","-23.4","","77","","9","","8","","","","95.70","","","","-27","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 07:00","2019","11","07","07:00","-21.0","","-24.1","","77","","12","","9","","","","95.73","","","","-28","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 08:00","2019","11","07","08:00","-22.1","","-25.4","","75","","17","","3","","","","95.78","","","","-25","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 09:00","2019","11","07","09:00","-19.3","","-22.1","","78","","13","","6","","","","95.85","","","","-24","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 10:00","2019","11","07","10:00","-16.9","","-19.9","","77","","18","","3","","","","95.86","","","","-19","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 11:00","2019","11","07","11:00","-15.0","","-19.1","","71","","19","","2","","","","95.87","","","","-16","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 12:00","2019","11","07","12:00","-14.9","","-18.9","","72","","22","","5","","","","95.90","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 13:00","2019","11","07","13:00","-12.4","","-17.2","","67","","20","","4","","","","95.82","","","","-15","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 14:00","2019","11","07","14:00","-10.9","","-15.9","","67","","19","","5","","","","95.72","","","","-14","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 15:00","2019","11","07","15:00","-10.4","","-15.1","","68","","21","","5","","","","95.66","","","","-13","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 16:00","2019","11","07","16:00","-10.8","","-15.0","","71","","18","","9","","","","95.62","","","","-16","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 17:00","2019","11","07","17:00","-11.2","","-15.0","","74","","14","","12","","","","95.55","","","","-17","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 18:00","2019","11","07","18:00","-11.2","","-14.5","","77","","14","","14","","","","95.46","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 19:00","2019","11","07","19:00","-10.9","","-14.3","","76","","14","","17","","","","95.39","","","","-18","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 20:00","2019","11","07","20:00","-10.9","","-14.4","","76","","14","","19","","","","95.33","","","","-19","","NA"
"-104.67","50.43","REGINA RCS","4016699","2019-11-07 21:00","2019","11","07","21:00","-10.7","","-14.3","","75","","14","","21","","","","95.23","","","","-19","","NA"
