"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-104.67","50.43","REGINA RCS","4016699","2017-02-16","2017","02","16","","9.2","","-1.4","","3.9","","14.1","","0.0","","","M","","M","0.0","","10","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-17","2017","02","17","","6.8","","0.4","","3.6","","14.4","","0.0","","","M","","M","0.0","","8","","28","","35",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-18","2017","02","18","","2.8","","-2.7","","0.1","","17.9","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-19","2017","02","19","","2.0","","-0.5","","0.8","","17.2","","0.0","","","M","","M","0.0","","4","","12","","50",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-20","2017","02","20","","5.5","","-1.8","","1.9","","16.1","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-21","2017","02","21","","2.2","","-1.0","","0.6","","17.4","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-22","2017","02","22","","2.5","","-3.1","","-0.3","","18.3","","0.0","","","M","","M","0.0","","2","","2","","32",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-23","2017","02","23","","-1.3","","-7.4","","-4.4","","22.4","","0.0","","","M","","M","0.0","","2","","2","","35",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-24","2017","02","24","","-0.7","","-11.7","","-6.2","","24.2","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-25","2017","02","25","","-7.5","","-15.6","","-11.6","","29.6","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-26","2017","02","26","","-4.3","","-15.5","","-9.9","","27.9","","0.0","","","M","","M","0.2","","1","","31","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-27","2017","02","27","","-10.1","","-19.7","","-14.9","","32.9","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-02-28","2017","02","28","","-7.8","","-16.8","","-12.3","","30.3","","0.0","","","M","","M","0.0","","2","","13","","32",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-01","2017","03","01","","-7.2","","-19.6","","-13.4","","31.4","","0.0","","","M","","M","0.2","","1","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-02","2017","03","02","","-6.0","","-15.1","","-10.6","","28.6","","0.0","","","M","","M","0.0","","2","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-03","2017","03","03","","0.6","","-12.2","","-5.8","","23.8","","0.0","","","M","","M","0.4","","1","","14","","44",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-04","2017","03","04","","10.2","","-5.9","","2.2","","15.8","","0.0","","","M","","M","0.0","","1","","13","","39",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-05","2017","03","05","","4.7","","-6.3","","-0.8","","18.8","","0.0","","","M","","M","0.6","","2","","31","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-06","2017","03","06","","-5.9","","-13.6","","-9.8","","27.8","","0.0","","","M","","M","0.9","","1","","31","","67",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-07","2017","03","07","","-10.6","","-14.4","","-12.5","","30.5","","0.0","","","M","","M","0.0","","1","","31","","91",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-08","2017","03","08","","-11.6","","-17.8","","-14.7","","32.7","","0.0","","","M","","M","0.0","","1","","32","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-09","2017","03","09","","-15.2","","-22.1","","-18.7","","36.7","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-10","2017","03","10","","-16.1","","-23.1","","-19.6","","37.6","","0.0","","","M","","M","0.8","","1","","10","","39",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-11","2017","03","11","","-15.6","","-19.0","","-17.3","","35.3","","0.0","","","M","","M","0.4","","0","T","13","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-12","2017","03","12","","-12.8","","-20.5","","-16.7","","34.7","","0.0","","","M","","M","1.1","","2","","11","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-13","2017","03","13","","-11.0","","-21.2","","-16.1","","34.1","","0.0","","","M","","M","0.0","","3","","14","","52",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-14","2017","03","14","","-4.1","","-11.9","","-8.0","","26.0","","0.0","","","M","","M","0.0","","1","","14","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-15","2017","03","15","","2.3","","-6.7","","-2.2","","20.2","","0.0","","","M","","M","0.0","","1","","13","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-16","2017","03","16","","8.6","","-2.5","","3.1","","14.9","","0.0","","","M","","M","0.0","","2","","31","","50",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-17","2017","03","17","","3.9","","-4.3","","-0.2","","18.2","","0.0","","","M","","M","0.0","","2","","35","","44",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-18","2017","03","18","","4.3","","-2.5","","0.9","","17.1","","0.0","","","M","","M","0.0","","2","","14","","57",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-19","2017","03","19","","7.2","","-3.4","","1.9","","16.1","","0.0","","","M","","M","0.0","","2","","30","","50",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-20","2017","03","20","","1.8","","-8.5","","-3.4","","21.4","","0.0","","","M","","M","0.0","","1","","33","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-21","2017","03","21","","-3.1","","-10.8","","-7.0","","25.0","","0.0","","","M","","M","0.0","","1","","14","","54",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-22","2017","03","22","","4.2","","-8.0","","-1.9","","19.9","","0.0","","","M","","M","0.0","","2","","14","","57",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-23","2017","03","23","","9.2","","-2.9","","3.2","","14.8","","0.0","","","M","","M","0.0","","1","","34","","33",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-24","2017","03","24","","5.8","","-4.8","","0.5","","17.5","","0.0","","","M","","M","0.0","","1","","14","","52",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-25","2017","03","25","","13.6","","1.4","","7.5","","10.5","","0.0","","","M","","M","0.0","","1","","28","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-26","2017","03","26","","13.7","","-1.7","","6.0","","12.0","","0.0","","","M","","M","0.0","","1","","24","","35",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-27","2017","03","27","","7.1","","-2.1","","2.5","","15.5","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-28","2017","03","28","","4.7","","-0.7","","2.0","","16.0","","0.0","","","M","","M","0.0","","0","T","14","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-29","2017","03","29","","16.5","","0.6","","8.6","","9.4","","0.0","","","M","","M","0.0","","1","","26","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-30","2017","03","30","","16.5","","3.1","","9.8","","8.2","","0.0","","","M","","M","0.0","","0","T","6","","39",""
"-104.67","50.43","REGINA RCS","4016699","2017-03-31","2017","03","31","","9.3","","-1.6","","3.9","","14.1","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-01","2017","04","01","","14.5","","-1.4","","6.6","","11.4","","0.0","","","M","","M","0.0","","0","T","21","","48",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-02","2017","04","02","","14.6","","-1.2","","6.7","","11.3","","0.0","","","M","","M","0.0","","1","","33","","57",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-03","2017","04","03","","12.6","","-3.0","","4.8","","13.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-04","2017","04","04","","11.9","","-4.4","","3.8","","14.2","","0.0","","","M","","M","0.0","","0","T","2","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-05","2017","04","05","","13.0","","-3.8","","4.6","","13.4","","0.0","","","M","","M","0.0","","0","T","18","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-06","2017","04","06","","17.8","","-0.9","","8.5","","9.5","","0.0","","","M","","M","0.0","","0","T","17","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-07","2017","04","07","","23.7","","7.2","","15.5","","2.5","","0.0","","","M","","M","0.0","","0","T","27","","72",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-08","2017","04","08","","18.2","","1.9","","10.1","","7.9","","0.0","","","M","","M","0.0","","0","T","28","","74",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-09","2017","04","09","","3.4","","-8.2","","-2.4","","20.4","","0.0","","","M","","M","0.0","","0","T","35","","39",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-10","2017","04","10","","9.0","","-8.3","","0.4","","17.6","","0.0","","","M","","M","0.0","","0","T","18","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-11","2017","04","11","","12.4","","-1.8","","5.3","","12.7","","0.0","","","M","","M","0.2","","0","T","24","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-12","2017","04","12","","16.1","","-4.6","","5.8","","12.2","","0.0","","","M","","M","0.0","","0","T","16","","32",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-13","2017","04","13","","19.2","","1.8","","10.5","","7.5","","0.0","","","M","","M","0.0","","0","T","13","","76",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-14","2017","04","14","","12.4","","-0.8","","5.8","","12.2","","0.0","","","M","","M","3.5","","","","26","","63",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-15","2017","04","15","","13.9","","-3.5","","5.2","","12.8","","0.0","","","M","","M","0.0","","0","T","32","","56",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-16","2017","04","16","","0.8","","-10.0","","-4.6","","22.6","","0.0","","","M","","M","0.2","","0","T","33","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-17","2017","04","17","","8.2","","-12.3","","-2.1","","20.1","","0.0","","","M","","M","0.4","","0","T","15","","46",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-18","2017","04","18","","9.8","","0.9","","5.4","","12.6","","0.0","","","M","","M","0.2","","0","T","14","","39",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-19","2017","04","19","","12.4","","1.6","","7.0","","11.0","","0.0","","","M","","M","4.5","","0","T","29","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-20","2017","04","20","","15.0","","0.5","","7.8","","10.2","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-21","2017","04","21","","17.9","","0.1","","9.0","","9.0","","0.0","","","M","","M","0.0","","0","T","36","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-22","2017","04","22","","8.7","","2.8","","5.8","","12.2","","0.0","","","M","","M","0.2","","","","10","","32",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-23","2017","04","23","","5.0","","-1.8","","1.6","","16.4","","0.0","","","M","","M","1.3","","0","T","12","","50",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-24","2017","04","24","","-0.4","","-3.2","","-1.8","","19.8","","0.0","","","M","","M","6.2","","11","","11","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-25","2017","04","25","","3.8","","-3.7","","0.1","","17.9","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-26","2017","04","26","","9.1","","-4.4","","2.4","","15.6","","0.0","","","M","","M","0.0","","0","T","12","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-27","2017","04","27","","11.0","","-3.2","","3.9","","14.1","","0.0","","","M","","M","0.0","","0","T","11","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-28","2017","04","28","","15.8","","-2.0","","6.9","","11.1","","0.0","","","M","","M","2.5","","","","31","","44",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-29","2017","04","29","","15.4","","-1.1","","7.2","","10.8","","0.0","","","M","","M","0.5","","","","29","","50",""
"-104.67","50.43","REGINA RCS","4016699","2017-04-30","2017","04","30","","18.2","","1.2","","9.7","","8.3","","0.0","","","M","","M","0.5","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-01","2017","05","01","","11.4","","-0.4","","5.5","","12.5","","0.0","","","M","","M","0.0","","","","35","","44",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-02","2017","05","02","","15.8","","1.7","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","33","","48",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-03","2017","05","03","","17.6","","-3.3","","7.2","","10.8","","0.0","","","M","","M","0.0","","","","30","","39",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-04","2017","05","04","","24.6","","-0.8","","11.9","","6.1","","0.0","","","M","","M","0.0","","","","27","","33",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-05","2017","05","05","","29.9","","5.8","","17.9","","0.1","","0.0","","","M","","M","0.0","","","","14","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-06","2017","05","06","","31.3","","10.7","","21.0","","0.0","","3.0","","","M","","M","0.0","","","","13","","59",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-07","2017","05","07","","25.4","","12.2","","18.8","","0.0","","0.8","","","M","","M","0.0","","","","14","","59",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-08","2017","05","08","","13.9","","0.7","","7.3","","10.7","","0.0","","","M","","M","0.5","","","","31","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-09","2017","05","09","","18.9","","-1.3","","8.8","","9.2","","0.0","","","M","","M","0.0","","","","35","","48",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-10","2017","05","10","","20.2","","0.2","","10.2","","7.8","","0.0","","","M","","M","0.0","","","","32","","35",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-11","2017","05","11","","22.0","","7.5","","14.8","","3.2","","0.0","","","M","","M","0.0","","","","7","","37",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-12","2017","05","12","","23.0","","7.2","","15.1","","2.9","","0.0","","","M","","M","0.0","","","","12","","65",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-13","2017","05","13","","24.0","","8.1","","16.1","","1.9","","0.0","","","M","","M","0.0","","","","11","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-14","2017","05","14","","18.6","","3.1","","10.9","","7.1","","0.0","","","M","","M","2.5","","","","24","","74",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-15","2017","05","15","","19.1","","1.2","","10.2","","7.8","","0.0","","","M","","M","1.4","","","","24","","52",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-16","2017","05","16","","18.4","","0.0","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","35","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-17","2017","05","17","","13.0","","2.6","","7.8","","10.2","","0.0","","","M","","M","0.0","","","","5","","46",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-18","2017","05","18","","15.1","","-2.0","","6.6","","11.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-19","2017","05","19","","19.3","","-0.9","","9.2","","8.8","","0.0","","","M","","M","0.0","","","","21","","44",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-20","2017","05","20","","21.8","","4.1","","13.0","","5.0","","0.0","","","M","","M","0.0","","","","21","","32",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-21","2017","05","21","","22.6","","2.1","","12.4","","5.6","","0.0","","","M","","M","0.9","","","","33","","65",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-22","2017","05","22","","21.0","","5.8","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","3","","52",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-23","2017","05","23","","25.0","","2.4","","13.7","","4.3","","0.0","","","M","","M","0.0","","","","19","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-24","2017","05","24","","27.0","","8.1","","17.6","","0.4","","0.0","","","M","","M","0.0","","","","22","","95",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-25","2017","05","25","","13.5","","3.2","","8.4","","9.6","","0.0","","","M","","M","0.9","","","","32","","52",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-26","2017","05","26","","19.9","","8.1","","14.0","","4.0","","0.0","","","M","","M","0.7","","","","32","","65",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-27","2017","05","27","","21.9","","4.0","","13.0","","5.0","","0.0","","","M","","M","0.0","","","","32","","72",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-28","2017","05","28","","19.5","","5.5","","12.5","","5.5","","0.0","","","M","","M","0.0","","","","35","","74",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-29","2017","05","29","","19.5","","5.1","","12.3","","5.7","","0.0","","","M","","M","0.0","","","","34","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-30","2017","05","30","","19.8","","-0.1","","9.9","","8.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2017-05-31","2017","05","31","","26.8","","3.5","","15.2","","2.8","","0.0","","","M","","M","0.0","","","","19","","41",""
"-104.67","50.43","REGINA RCS","4016699","2017-06-01","2017","06","01","","34.5","","10.3","","22.4","","0.0","","4.4","","","M","","M","2.0","","","","16","","52",""
"-104.67","50.43","REGINA RCS","4016699","2017-06-02","2017","06","02","","27.9","","12.7","","20.3","","0.0","","2.3","","","M","","M","2.8","","","","26","","56",""
"-104.67","50.43","REGINA RCS","4016699","2017-06-03","2017","06","03","","26.7","","8.8","","17.8","","0.2","","0.0","","","M","","M","0.0","","","","28","","63",""
"-104.67","50.43","REGINA RCS","4016699","2017-06-04","2017","06","04","","31.8","","7.0","","19.4","","0.0","","1.4","","","M","","M","0.0","","","","10","","43",""
"-104.67","50.43","REGINA RCS","4016699","2017-06-05","2017","06","05","","31.0","","15.3","","23.2","","0.0","","5.2","","","M","","M","0.0","","","","16","","61",""
"-104.67","50.43","REGINA RCS","4016699","2017-06-06","2017","06","06","","","M","12.9","E","","M","","M","","M","","M","","M","","M","","","31","","46",""
"-104.67","50.43","REGINA RCS","4016699","2017-06-07","2017","06","07","","26.0","","5.0","","15.5","","2.5","","0.0","","","M","","M","0.0","","","","","","<31",""
