"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-104.67","50.43","REGINA RCS","4016699","2013-01-11","2013","01","11","","-10.7","","-24.2","","-17.5","","35.5","","0.0","","","M","","M","0.2","","32","","2","","59",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-12","2013","01","12","","-18.6","","-30.1","","-24.4","","42.4","","0.0","","","M","","M","0.2","","40","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-13","2013","01","13","","-17.0","","-28.1","","-22.6","","40.6","","0.0","","","M","","M","0.0","","41","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-14","2013","01","14","","-19.8","","-26.6","","-23.2","","41.2","","0.0","","","M","","M","0.0","","40","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-15","2013","01","15","","2.7","","-22.9","","-10.1","","28.1","","0.0","","","M","","M","1.8","","39","","29","","54",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-16","2013","01","16","","0.5","","-9.6","","-4.6","","22.6","","0.0","","","M","","M","1.0","","36","","36","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-17","2013","01","17","","-5.8","","-15.1","","-10.5","","28.5","","0.0","","","M","","M","0.5","","36","","14","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-18","2013","01","18","","2.1","","-8.8","","-3.4","","21.4","","0.0","","","M","","M","1.2","","35","","34","","59",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-19","2013","01","19","","-0.8","","-23.0","","-11.9","","29.9","","0.0","","","M","","M","0.0","","34","","35","","69",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-20","2013","01","20","","-16.9","","-30.5","","-23.7","","41.7","","0.0","","","M","","M","0.0","","34","","35","","52",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-21","2013","01","21","","-20.5","","-32.5","","-26.5","","44.5","","0.0","","","M","","M","0.0","","34","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-22","2013","01","22","","-14.9","","-23.8","","-19.4","","37.4","","0.0","","","M","","M","0.2","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-23","2013","01","23","","-20.2","","-25.6","","-22.9","","40.9","","0.0","","","M","","M","","M","34","","14","E","46","E"
"-104.67","50.43","REGINA RCS","4016699","2013-01-24","2013","01","24","","-8.5","","-22.1","","-15.3","","33.3","","0.0","","","M","","M","0.0","","34","","31","","67",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-25","2013","01","25","","-18.3","","-27.0","","-22.7","","40.7","","0.0","","","M","","M","0.2","","34","","14","","44",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-26","2013","01","26","","-9.5","","-20.8","","-15.2","","33.2","","0.0","","","M","","M","0.0","","34","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-27","2013","01","27","","-3.7","","-10.1","","-6.9","","24.9","","0.0","","","M","","M","2.2","","35","","12","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-28","2013","01","28","","-4.6","","-11.3","","-8.0","","26.0","","0.0","","","M","","M","0.0","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-29","2013","01","29","","-8.5","","-27.2","","-17.9","","35.9","","0.0","","","M","","M","0.4","","35","","31","","57",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-30","2013","01","30","","-27.2","","-32.9","","-30.1","","48.1","","0.0","","","M","","M","0.2","","34","","33","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-01-31","2013","01","31","","-24.8","","-35.3","","-30.1","","48.1","","0.0","","","M","","M","0.0","","34","","32","","32",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-01","2013","02","01","","-16.0","","-24.8","","-20.4","","38.4","","0.0","","","M","","M","0.0","","34","","32","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-02","2013","02","02","","-1.8","","-18.3","","-10.1","","28.1","","0.0","","0.0","","","M","5.3","","38","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-03","2013","02","03","","-10.2","","-12.6","","-11.4","","29.4","","0.0","","","M","","M","0.7","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-04","2013","02","04","","-0.3","","-10.2","","-5.3","","23.3","","0.0","","","M","","M","0.0","","35","","35","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-05","2013","02","05","","-2.4","","-10.9","","-6.7","","24.7","","0.0","","","M","","M","0.0","","35","","34","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-06","2013","02","06","","-4.0","","-9.3","","-6.7","","24.7","","0.0","","0.0","","","M","1.0","","36","","14","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-07","2013","02","07","","-7.4","","-13.1","","-10.3","","28.3","","0.0","","","M","","M","0.2","","35","","14","","41",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-08","2013","02","08","","-5.1","","-16.9","","-11.0","","29.0","","0.0","","","M","","M","0.3","","35","","14","","33",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-09","2013","02","09","","-1.6","","-18.6","","-10.1","","28.1","","0.0","","","M","","M","0.0","","34","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-10","2013","02","10","","-1.5","","-11.7","","-6.6","","24.6","","0.0","","","M","","M","0.0","","35","","33","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-11","2013","02","11","","-6.3","","-14.0","","-10.2","","28.2","","0.0","","","M","","M","0.0","","34","","26","","33",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-12","2013","02","12","","0.1","","-14.6","","-7.3","","25.3","","0.0","","","M","","M","0.0","","34","","28","","35",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-13","2013","02","13","","0.2","","-7.4","","-3.6","","21.6","","0.0","","","M","","M","1.1","","34","","5","","48",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-14","2013","02","14","","-3.8","","-14.9","","-9.4","","27.4","","0.0","","","M","","M","0.0","","35","","2","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-15","2013","02","15","","-4.7","","-20.1","","-12.4","","30.4","","0.0","","","M","","M","0.2","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-16","2013","02","16","","-0.5","","-13.1","","-6.8","","24.8","","0.0","","","M","","M","0.3","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-17","2013","02","17","","-0.4","","-10.8","","-5.6","","23.6","","0.0","","","M","","M","0.0","","35","","35","","56",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-18","2013","02","18","","-10.6","","-23.9","","-17.3","","35.3","","0.0","","","M","","M","0.0","","34","","36","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-19","2013","02","19","","-21.0","","-28.2","","-24.6","","42.6","","0.0","","","M","","M","0.2","","34","","12","","59",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-20","2013","02","20","","-16.7","","-22.3","","-19.5","","37.5","","0.0","","","M","","M","0.0","","34","","13","","69",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-21","2013","02","21","","-10.6","","-21.0","","-15.8","","33.8","","0.0","","","M","","M","0.0","","34","","14","","33",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-22","2013","02","22","","-5.7","","-13.6","","-9.7","","27.7","","0.0","","","M","","M","0.0","","34","","13","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-23","2013","02","23","","-2.4","","-12.3","","-7.4","","25.4","","0.0","","","M","","M","0.0","","34","","13","","41",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-24","2013","02","24","","-3.2","","-16.5","","-9.9","","27.9","","0.0","","","M","","M","0.0","","34","","31","","32",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-25","2013","02","25","","-2.5","","-14.9","","-8.7","","26.7","","0.0","","","M","","M","0.0","","34","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-26","2013","02","26","","-1.1","","-8.7","","-4.9","","22.9","","0.0","","","M","","M","0.0","","34","","6","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-27","2013","02","27","","-4.1","","-13.9","","-9.0","","27.0","","0.0","","","M","","M","0.4","","33","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-02-28","2013","02","28","","-4.9","","-9.1","","-7.0","","25.0","","0.0","","","M","","M","0.0","","34","","13","","41",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-01","2013","03","01","","-1.8","","-7.1","","-4.5","","22.5","","0.0","","","M","","M","0.0","","34","","14","","43",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-02","2013","03","02","","1.7","","-9.9","","-4.1","","22.1","","0.0","","","M","","M","0.0","","34","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-03","2013","03","03","","-0.2","","-6.0","","-3.1","","21.1","","0.0","","","M","","M","1.5","","34","","5","","56",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-04","2013","03","04","","-6.0","","-17.3","","-11.7","","29.7","","0.0","","","M","","M","0.0","","34","","3","","57",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-05","2013","03","05","","-11.0","","-20.0","","-15.5","","33.5","","0.0","","","M","","M","0.2","","34","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-06","2013","03","06","","-11.3","","-20.4","","-15.9","","33.9","","0.0","","","M","","M","0.0","","33","","12","","44",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-07","2013","03","07","","-7.3","","-13.7","","-10.5","","28.5","","0.0","","","M","","M","1.4","","33","","13","","44",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-08","2013","03","08","","-10.0","","-18.3","","-14.2","","32.2","","0.0","","","M","","M","0.2","","33","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-09","2013","03","09","","-9.1","","-20.2","","-14.7","","32.7","","0.0","","","M","","M","0.0","","33","","30","","32",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-10","2013","03","10","","-7.9","","-22.4","","-15.2","","33.2","","0.0","","","M","","M","0.2","","33","","14","","32",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-11","2013","03","11","","-3.1","","-14.9","","-9.0","","27.0","","0.0","","","M","","M","0.0","","33","","33","","61",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-12","2013","03","12","","-7.9","","-21.8","","-14.9","","32.9","","0.0","","","M","","M","0.2","","33","","13","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-13","2013","03","13","","0.8","","-12.6","","-5.9","","23.9","","0.0","","","M","","M","0.0","","33","","13","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-14","2013","03","14","","-3.6","","-11.8","E","-7.7","E","25.7","E","0.0","E","","M","","M","1.6","","33","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-15","2013","03","15","","-7.7","","-22.0","","-14.9","","32.9","","0.0","","0.0","","","M","2.7","","39","","11","","48",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-16","2013","03","16","","-14.7","","-25.4","","-20.1","","38.1","","0.0","","","M","","M","0.2","","41","","13","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-17","2013","03","17","","-10.6","","-17.0","","-13.8","","31.8","","0.0","","","M","","M","2.4","","33","","13","","54",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-18","2013","03","18","","-12.7","","-26.7","","-19.7","","37.7","","0.0","","0.0","","","M","0.3","","44","","32","","33",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-19","2013","03","19","","-11.6","","-26.1","","-18.9","","36.9","","0.0","","","M","","M","0.0","","43","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-20","2013","03","20","","-10.6","","-21.9","","-16.3","","34.3","","0.0","","","M","","M","0.0","","43","","13","","67",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-21","2013","03","21","","-9.6","","-14.8","","-12.2","","30.2","","0.0","","","M","","M","0.7","","33","","12","","67",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-22","2013","03","22","","-9.0","","-11.6","","-10.3","","28.3","","0.0","","0.0","","","M","2.5","","39","","13","","41",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-23","2013","03","23","","-8.5","","-12.5","","-10.5","","28.5","","0.0","","","M","","M","0.6","","47","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-24","2013","03","24","","-9.8","","-22.1","","-16.0","","34.0","","0.0","","","M","","M","0.0","","46","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-25","2013","03","25","","-10.8","","-21.9","","-16.4","","34.4","","0.0","","","M","","M","0.2","","45","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-26","2013","03","26","","-8.1","","-18.6","","-13.4","","31.4","","0.0","","","M","","M","0.0","","44","","13","","32",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-27","2013","03","27","","-8.5","","-14.4","","-11.5","","29.5","","0.0","","","M","","M","0.0","","44","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-28","2013","03","28","","-4.7","","-17.0","","-10.9","","28.9","","0.0","","","M","","M","0.0","","43","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-29","2013","03","29","","2.1","","-13.3","","-5.6","","23.6","","0.0","","","M","","M","0.5","","43","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-30","2013","03","30","","1.0","","-11.4","","-5.2","","23.2","","0.0","","","M","","M","0.0","","41","","31","","48",""
"-104.67","50.43","REGINA RCS","4016699","2013-03-31","2013","03","31","","-4.5","","-13.6","","-9.1","","27.1","","0.0","","","M","","M","0.0","","39","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-01","2013","04","01","","-3.0","","-17.5","","-10.3","","28.3","","0.0","","","M","","M","0.0","","38","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-02","2013","04","02","","-2.0","","-8.1","","-5.1","","23.1","","0.0","","","M","","M","0.0","","39","","14","","50",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-03","2013","04","03","","1.9","","-6.4","","-2.3","","20.3","","0.0","","","M","","M","0.0","","39","","31","","61",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-04","2013","04","04","","-1.7","","-11.4","","-6.6","","24.6","","0.0","","","M","","M","0.0","","35","","13","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-05","2013","04","05","","-2.7","","-5.5","","-4.1","","22.1","","0.0","","","M","","M","0.9","","35","","15","","61",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-06","2013","04","06","","-0.7","","-4.5","","-2.6","","20.6","","0.0","","","M","","M","0.0","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-07","2013","04","07","","-1.5","","-8.5","","-5.0","","23.0","","0.0","","","M","","M","2.5","","36","","4","","44",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-08","2013","04","08","","-8.5","","-17.7","","-13.1","","31.1","","0.0","","","M","","M","0.2","","35","","33","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-09","2013","04","09","","-4.0","","-20.4","","-12.2","","30.2","","0.0","","","M","","M","0.0","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-10","2013","04","10","","-2.6","","-18.2","","-10.4","","28.4","","0.0","","","M","","M","0.0","","35","","14","","54",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-11","2013","04","11","","-0.4","","-7.8","E","-4.1","E","22.1","E","0.0","E","","M","","M","0.4","","35","","13","E","48","E"
"-104.67","50.43","REGINA RCS","4016699","2013-04-12","2013","04","12","","0.3","","-2.7","","-1.2","","19.2","","0.0","","","M","","M","0.2","","35","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-13","2013","04","13","","0.2","","-5.0","","-2.4","","20.4","","0.0","","","M","","M","0.0","","35","","12","","54",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-14","2013","04","14","","0.8","","-7.1","","-3.2","","21.2","","0.0","","","M","","M","0.0","","34","","10","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-15","2013","04","15","","-0.6","","-5.0","","-2.8","","20.8","","0.0","","","M","","M","0.0","","34","","5","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-16","2013","04","16","","-1.1","","-7.9","","-4.5","","22.5","","0.0","","","M","","M","0.0","","33","","6","","32",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-17","2013","04","17","","-1.1","","-12.0","","-6.6","","24.6","","0.0","","","M","","M","0.0","","33","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-18","2013","04","18","","0.1","","-14.7","","-7.3","","25.3","","0.0","","","M","","M","0.2","","33","","11","","32",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-19","2013","04","19","","0.4","","-11.1","","-5.4","","23.4","","0.0","","","M","","M","0.0","","33","","13","","35",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-20","2013","04","20","","0.9","","-4.6","","-1.9","","19.9","","0.0","","","M","","M","0.5","","31","","15","","50",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-21","2013","04","21","","0.8","","-8.6","","-3.9","","21.9","","0.0","","","M","","M","0.0","","29","","31","","69",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-22","2013","04","22","","0.0","","-14.9","","-7.5","","25.5","","0.0","","","M","","M","0.0","","29","","30","","33",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-23","2013","04","23","","3.0","","-9.3","","-3.2","","21.2","","0.0","","","M","","M","0.0","","29","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-24","2013","04","24","","-0.5","","-5.2","","-2.9","","20.9","","0.0","","","M","","M","0.2","","25","","32","","54",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-25","2013","04","25","","5.0","","-6.6","","-0.8","","18.8","","0.0","","","M","","M","0.0","","26","","12","","33",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-26","2013","04","26","","10.1","","-0.1","","5.0","","13.0","","0.0","","","M","","M","0.0","","19","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-27","2013","04","27","","12.7","","0.8","","6.8","","11.2","","0.0","","","M","","M","0.0","","8","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-28","2013","04","28","","10.9","","2.1","","6.5","","11.5","","0.0","","","M","","M","0.0","","","","27","","44",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-29","2013","04","29","","12.9","","1.2","","7.1","","10.9","","0.0","","","M","","M","0.3","","","","7","","57",""
"-104.67","50.43","REGINA RCS","4016699","2013-04-30","2013","04","30","","1.3","","-6.9","","-2.8","","20.8","","0.0","","","M","","M","5.2","","4","","34","","57",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-01","2013","05","01","","5.1","","-8.6","","-1.8","","19.8","","0.0","","","M","","M","0.0","","","","32","","33",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-02","2013","05","02","","10.4","","-3.9","","3.3","","14.7","","0.0","","","M","","M","0.0","","","","15","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-03","2013","05","03","","13.9","","1.5","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","15","","43",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-04","2013","05","04","","17.4","","3.0","","10.2","","7.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-05","2013","05","05","","21.6","","2.2","","11.9","","6.1","","0.0","","","M","","M","0.0","","","","23","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-06","2013","05","06","","24.0","","3.6","","13.8","","4.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-07","2013","05","07","","26.4","","7.2","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","33","","59",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-08","2013","05","08","","14.1","","3.7","","8.9","","9.1","","0.0","","","M","","M","0.0","","","","3","","35",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-09","2013","05","09","","17.2","","0.1","","8.7","","9.3","","0.0","","","M","","M","0.0","","","","17","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-10","2013","05","10","","13.4","","1.9","","7.7","","10.3","","0.0","","","M","","M","0.0","","","","35","","61",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-11","2013","05","11","","14.6","","-5.6","","4.5","","13.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-12","2013","05","12","","27.7","","1.4","","14.6","","3.4","","0.0","","","M","","M","0.0","","","","17","","48",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-13","2013","05","13","","29.5","","14.7","","22.1","","0.0","","4.1","","","M","","M","0.0","","","","23","","70",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-14","2013","05","14","","23.3","","11.0","","17.2","","0.8","","0.0","","","M","","M","0.0","","","","26","","70",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-15","2013","05","15","","22.6","","4.4","","13.5","","4.5","","0.0","","","M","","M","0.0","","","","34","","43",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-16","2013","05","16","","24.0","","6.5","","15.3","","2.7","","0.0","","","M","","M","0.0","","","","16","","54",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-17","2013","05","17","","20.5","","11.5","","16.0","","2.0","","0.0","","","M","","M","0.0","","","","16","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-18","2013","05","18","","22.1","","8.1","","15.1","","2.9","","0.0","","","M","","M","0.0","","","","8","","35",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-19","2013","05","19","","20.7","","9.2","","15.0","","3.0","","0.0","","","M","","M","0.0","","","","6","","46",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-20","2013","05","20","","22.4","","8.7","","15.6","","2.4","","0.0","","","M","","M","0.0","","","","2","","48",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-21","2013","05","21","","22.1","","3.3","","12.7","","5.3","","0.0","","","M","","M","0.0","","","","5","","56",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-22","2013","05","22","","23.3","","9.6","","16.5","","1.5","","0.0","","","M","","M","0.0","","","","9","","52",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-23","2013","05","23","","21.7","","5.4","","13.6","","4.4","","0.0","","","M","","M","0.0","","","","12","","59",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-24","2013","05","24","","14.7","","9.2","","12.0","","6.0","","0.0","","","M","","M","2.5","","","","14","","67",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-25","2013","05","25","","22.7","","9.9","","16.3","","1.7","","0.0","","","M","","M","1.9","","","","12","","52",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-26","2013","05","26","","20.0","","10.4","","15.2","","2.8","","0.0","","","M","","M","0.0","","","","11","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-27","2013","05","27","","16.8","","11.4","","14.1","","3.9","","0.0","","","M","","M","2.7","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-28","2013","05","28","","22.2","","9.8","","16.0","","2.0","","0.0","","","M","","M","0.2","","","","3","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-29","2013","05","29","","21.6","","6.8","","14.2","","3.8","","0.0","","","M","","M","0.0","","","","9","","39",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-30","2013","05","30","","17.0","","9.2","","13.1","","4.9","","0.0","","","M","","M","3.7","","","","4","","56",""
"-104.67","50.43","REGINA RCS","4016699","2013-05-31","2013","05","31","","19.6","","9.1","","14.4","","3.6","","0.0","","","M","","M","0.0","","","","5","","76",""
"-104.67","50.43","REGINA RCS","4016699","2013-06-01","2013","06","01","","19.3","","2.0","","10.7","","7.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-104.67","50.43","REGINA RCS","4016699","2013-06-02","2013","06","02","","20.5","","6.3","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","10","","37",""
"-104.67","50.43","REGINA RCS","4016699","2013-06-03","2013","06","03","","16.9","","7.9","","12.4","","5.6","","0.0","","","M","","M","0.0","","","","9","","54",""
"-104.67","50.43","REGINA RCS","4016699","2013-06-04","2013","06","04","","20.8","","4.4","","12.6","","5.4","","0.0","","","M","","M","0.0","","","","7","","41",""
"-104.67","50.43","REGINA RCS","4016699","2013-06-05","2013","06","05","","23.3","","3.4","","13.4","","4.6","","0.0","","","M","","M","0.0","","","","14","","44",""
"-104.67","50.43","REGINA RCS","4016699","2013-06-06","2013","06","06","","23.6","","10.0","","16.8","","1.2","","0.0","","","M","","M","0.0","","","","30","","52",""
